1918578224,1918578195
1918578195,1918578164
815543564,4084751329
4084751329,608361003
2291178818,2291178828
2291178828,2291178836
1768846298,1768846301
1768846301,1768846302
1768846302,1768846304
1126275746,1126275590
1126275590,1126275537
1126275537,1126275765
604991307,604991308
604991308,604972351
604972351,1338047334
1338047334,604984854
452417689,4698413499
4698413499,2024369849
2037698135,2037698136
2037698136,2037698137
2037698137,2037698138
2037698138,2037698139
2037698139,2037698140
2037698140,2037698141
2037698141,1286580397
1286580397,2370782461
2370782461,2370782466
1405294130,1405294132
1405294132,1405294134
1405294134,1405294135
2181376839,2181376841
2181376841,2181376840
2181376840,2181376838
2181376838,2181376837
2181376837,2181376836
2181376836,2181376835
798422292,2157495776
2157495776,798422554
798422554,2688034203
2688034203,2688034204
2688034204,2390491373
2390491373,2390491372
2390491372,798422558
798422558,798422561
798422561,1149290163
1149290163,798422260
2330594645,2330594637
1272259291,1272259263
1272259263,2357421622
2357421622,2357421610
2357421610,2357421602
2357421602,1116488761
2670473655,2670473619
2670473619,2674846671
2674846671,2670473614
2382723289,2382723284
2382723284,2382723286
2382723286,2382723293
2382723293,2382723291
1437609959,1437609958
1437609958,3754839756
3754839756,1437609954
1437609954,1437609964
1437609964,1437609965
1437609965,1437609966
1437609966,1437609962
1437609962,1437609963
1437609963,1437609967
1437609967,1437609969
1437609969,1436548897
1436548897,1437609971
1437609971,2357421633
2357421633,1437609975
2785452831,3009817509
3009817509,3009817504
3009817504,1190939306
1190939306,3010275106
3010275106,1190939307
1190939307,1190939309
1190939309,1190939311
2663955051,2663447492
2663447492,2663955023
2663955023,521381963
521381963,2675518563
2675518563,2675518560
2675518560,2663954988
452417703,2670473681
2670473681,3663486786
3663486786,2670473675
2670473675,2670473673
2670473673,2670473677
2151709357,4132331795
4132331795,4132331796
4132331796,4132331797
4698424659,4698424660
4698424660,4698424661
4698424661,4698424662
4698424662,4698424663
4698424663,4698424664
4698424664,4698424665
4698424665,4698424666
4698424666,4698424667
4698424667,4698424668
4698424668,4698424669
4698424669,4698424670
5077598997,5077598998
1422004384,1422004401
1422004401,1422004406
1422004406,1422004405
4075212412,4075531465
4075531465,5406872914
5406872914,4075212413
1125945942,2180046853
2180046853,1330383753
1330383753,2597859952
2597859952,1125945993
1125945993,1125945959
1125945959,1125946006
4145202862,4145202866
4145202866,4145202863
4145202863,4145202864
4145202864,4145202867
4145202867,4145202865
1342411289,3046914597
3046914597,3046914598
3046914598,3046914599
3046914599,3046914600
2363299065,2363299056
2384522354,2384522360
1115051699,2180046462
2180046462,1125945971
1125945971,5077454286
5077454286,5074811959
5074811959,5314405790
5314405790,1115051682
1389887744,1389887697
1389887697,1389887659
1389887659,1389887643
2054271497,2054271499
2354311344,2354311377
521390737,2674846699
2674846699,521391516
521391516,2674846694
2674846694,452417702
452417702,2026748064
2026748064,452417703
792876435,2350805660
2350805660,2350805662
2350805662,2350805669
1599479675,1599479676
1599479676,5237482864
5237482864,1599479664
1351503280,1351503282
2372180272,2372180256
2372180256,2372180244
2667442802,2667442803
2667442803,2667442804
2919750453,2919750454
2153886366,2153886362
2153886362,2294640882
2294640882,2153886352
2153886352,2153886347
2153886347,2153886345
2153886345,2153886341
2153886341,2153886339
2153886339,2153886337
2153886337,2153886334
2153886334,2153886332
2153886332,2153886331
2153886331,2153886333
1378736094,4132331797
4132331797,2071339928
2071339928,5215402089
5215402089,1378736091
1378736091,1378736087
1378736087,2071339927
2071339927,2071339926
2071339926,1378736079
1378736079,2151709346
2151709346,2071339925
2071339925,2071339924
2071339924,1378736068
1378736068,2071339923
2071339923,2071339922
2071339922,2071339921
2071339921,2071339920
2071339920,1378736065
1246977396,2494587870
2494587870,2494587868
2494587868,2494587869
2494587869,2494587871
2494587871,2494587875
2494587875,2494587872
1315970501,1315970585
1315970585,1315970587
5074887847,5074887848
5074887848,5074887849
1125945947,2180046357
2180046357,1125945972
1125945972,1125945930
1125945930,1845580609
1845580609,1125945964
1140544288,1140544536
1140544536,2349701588
2349701588,2355138803
2355138803,2349701594
2349701594,2349701593
2349701593,3753092854
3753092854,2349701592
2349701592,2355138796
2355138796,2355138793
2355138793,2355138803
521224390,1919749522
1919749522,2024350151
2024350151,1919749507
452341150,1378936115
1883569362,1883569348
1883569348,1883569339
1883569339,1883569271
1883569271,1883569213
2401702491,2401702499
1147803793,1147803688
1147803688,1147803784
807723964,2329577615
2329577615,2329577616
2329577616,2329577617
2329577617,2329577618
2329577618,807723947
1799467387,1799467349
2350805943,2350805901
1125922106,3188028753
1114663712,1284486914
1284486914,2342292191
2342292191,1114663741
1114663741,2342292217
2342292217,2342292223
2342292223,2342292227
2342292227,2342292229
2342292229,2342292250
2342292250,2342292259
2342292259,2342292273
2342292273,2342292274
2342292274,2342292275
2342292275,2342292280
2342292280,2342292284
2342292284,2342292286
2342292286,2342292285
2342292285,2342292289
2342292289,2342292291
2342292291,2342292293
2366640538,2366640543
1350266529,1350266535
2329573972,2329573962
2329573962,2329573955
2329573955,2329573949
5078669733,5078669499
5078669499,5078669485
5078669485,5078669483
5078669483,5078669780
5078669780,5078669775
5078669775,5078669725
5078669725,5078669503
5078669503,1177061325
5310398579,5310398580
5310398580,5310398583
5310398583,5310398581
1786907938,3038856183
3038856183,3038856184
3038856184,3047006994
3047006994,3038856186
2339523897,2339523957
2339523957,2339523949
2290418172,2290418173
2290418173,2290418174
2108420325,2108420335
2108420335,2108420337
2108420337,2108420334
2108420334,2108420332
2108420332,2108420330
2108420330,2108420326
2108420326,2108420321
2108420321,588168220
588168220,588168221
588168221,588168222
588168222,588168245
588168245,588168246
588168246,588168247
588168247,588168248
588168248,2344637708
2344637708,588168249
588168249,588168241
588168241,1090151151
1090151151,588168242
588168242,588168243
588168243,588168244
588168244,582096408
582096408,3749191128
3749191128,1085760225
1918577927,2022898625
799099119,2670519693
2670519693,1787026053
2663955051,2663955042
2663955042,2663955032
2663955032,2663955020
2663955020,2663955002
2373943468,2373943510
2373943510,2373943608
807594205,807594197
1786906477,1786906503
1786906503,1786906498
1786906498,1786906505
1786906505,1786906504
2538243714,2538243709
2538243709,2538243707
2538243707,2538243712
2291178855,4267985363
4267985363,4267985364
4267985364,4267985365
4267985365,4267985366
4267985366,4267985367
4267985367,4267985368
4267985368,4267985369
4267985369,4267985370
4267985370,4267985371
4267985371,4267985372
4267985372,4267985373
4267985373,4267985374
4267985374,4267985375
4267985375,4267985377
4267985377,4267985379
4267985379,4267985381
4267985381,4267985383
4267985383,4267985384
4267985384,4267985386
4267985386,4267985388
4267985388,4267986189
4267986189,4267986191
4267986191,4267986193
4267986193,4267986197
2350806253,2350806240
2350806240,2350806238
2350806238,2350806201
1093799823,3694732325
3694732325,2337081987
2337081987,1093799825
1093799825,1093799818
2663954988,2663954970
2366950901,2366950887
803037345,1302803079
3046914601,3046914602
3046914602,3046914611
3046914611,3046914604
3046914604,3046914605
3046914605,3046914606
3046914606,3046914607
1120043850,1120043919
5215406225,5215406226
2189693136,2189693144
1786906192,3791215679
2501423797,2501423779
2501423779,2501423776
2501423776,2501423755
2501423755,2501423759
2501423759,2501423761
2350805972,2350805987
2350805987,2350805999
2350805999,2350806010
2350805847,2350805863
2350805863,2350805884
1125022152,3127094178
3127094178,3127094171
1379612027,2367524184
2367524184,2367524179
2367524179,2367524166
2367524166,2367524146
2367524146,2367524011
2367524011,2367523958
3791218360,3791218361
1338130980,1139354957
1139354957,1338131039
1338131039,1338130949
1341407769,1341407761
1341407761,3085980315
3085980315,1341407762
5074887824,5074885517
5074885517,5074887825
5074887825,5074887826
1327625408,1327625413
1327625413,1799467419
1799467419,1799467429
1799467429,1327625428
3210429140,3210429141
5077595084,5077595085
5077595085,5077595086
2384522385,2384522390
2384522390,2384522408
2384522408,2384522409
2384522409,2384522392
2384522392,2384522386
1315970566,1315970568
1315970568,1316000907
1379612100,2503467926
2503467926,1868194766
1868194766,4776709615
4776709615,1116488844
1116488844,1379612099
1379612099,2518958766
2518958766,1120043939
1120043939,1379612098
1379612098,1120043853
1120043853,2854612744
2854612744,1379612096
1379612096,1379612095
1379612095,2697314690
2697314690,1379612094
1379612094,2501364622
2501364622,1116488749
1116488749,1116488755
1116488755,2501353615
2501353615,1379612092
1379612092,1768846304
1768846304,1120043883
1120043883,1379612086
2024433003,1792566077
1792566077,794566863
794566863,1302803009
1302803009,470443468
4352411360,4352411361
1801833534,1801833527
1801833527,1801833502
1801833502,1801833500
1801833500,1801833457
2501423748,2501423747
2501423747,2501423750
2501423750,2501423756
